School ID,rooms.standard.academic,rooms.standard.unused,rooms.nonstandard.academic,rooms.nonstandard.unused
101514,6,0,0,0
100119,12,0,0,0
100842,10,0,0,0
102131,8,1,0,0
100950,9,0,0,0
101136,7,0,0,0
100048,8,0,0,0
100820,7,0,0,0
101286,7,0,0,0
101105,4,0,0,0
101932,6,0,0,0
101325,12,0,0,0
101505,13,0,0,0
101254,34,0,0,0
100619,12,0,0,0
101674,6,0,0,0
101675,6,1,0,0
100332,6,0,0,0
101832,7,0,0,0
100746,4,0,0,0
101206,7,0,0,0
101656,2,0,0,0
100977,6,0,0,0
100911,34,0,0,0
101676,12,0,0,0
101749,30,0,0,0
100912,13,0,0,0
100349,2,0,0,0
101077,6,0,0,0
101049,5,0,0,0
101267,38,0,0,0
101461,7,0,0,0
101677,14,0,0,0
101151,10,0,0,0
101309,16,0,0,0
100811,7,0,0,0
101657,4,0,0,0
100559,2,0,0,0
100465,1,0,0,0
100102,4,0,0,0
100613,6,0,0,0
100667,1,1,0,0
100765,11,0,0,0
101340,5,0,0,0
101578,8,0,0,0
101268,12,0,0,0
100088,6,0,0,0
100350,3,0,0,0
101944,12,0,0,0
101571,7,0,0,0
100657,10,0,0,0
101697,13,0,0,0
100668,6,0,0,0
100388,6,0,0,0
100703,12,0,0,0
101557,5,0,0,0
101269,7,0,0,0
100236,3,0,0,0
100560,6,0,0,0
100141,6,0,0,0
101310,7,0,0,0
101904,6,0,0,0
100913,6,0,0,0
100092,6,0,0,0
102132,3,0,0,0
100933,10,0,0,0
100766,7,0,0,0
100110,3,0,0,0
100979,3,0,0,0
101341,12,0,0,0
100641,7,0,0,0
151523,7,0,0,0
100719,3,3,0,0
101756,26,0,0,0
100261,9,0,0,0
101922,11,0,0,0
100253,18,0,0,0
100093,3,0,0,0
101311,28,0,0,0
101312,14,0,0,0
102020,7,0,0,0
100194,3,0,0,0
100767,6,0,0,0
101794,10,0,0,0
152001,4,0,0,0
101173,6,0,0,0
100466,3,0,0,0
100821,5,0,0,0
100768,6,0,0,0
100843,13,0,0,0
150520,0,0,1,0
100561,6,0,0,0
150514,1,0,0,0
102162,6,0,0,0
100103,1,0,0,0
100104,9,0,0,0
101948,14,0,0,0
101864,18,0,0,0
101722,6,0,0,0
101442,5,0,0,0
101152,11,0,0,0
101153,11,0,0,0
101154,7,0,0,0
102241,12,0,0,0
101232,2,0,0,0
101595,1,0,10,0
101537,12,0,0,0
100562,7,0,0,0
101174,4,0,0,0
101658,4,0,0,0
101386,10,0,0,0
102270,5,0,0,0
101538,11,0,0,0
101906,9,0,0,0
101342,24,0,0,0
102215,24,0,0,0
102001,6,0,0,0
101472,6,0,0,0
102163,21,0,0,0
102255,13,0,0,0
101949,4,0,0,0
100061,6,0,0,0
101473,10,0,0,0
101558,8,0,0,0
101270,10,0,0,0
101271,7,0,0,0
102165,36,0,0,0
101641,13,0,0,0
101779,4,0,0,0
100918,6,0,0,0
100218,6,0,0,0
100237,2,0,0,0
101287,10,0,0,0
100620,6,0,0,0
100163,1,0,0,0
100919,6,0,0,0
100467,2,0,0,0
101419,12,0,0,0
101772,8,0,0,0
101420,16,0,0,0
101175,7,0,0,0
101429,27,0,3,0
101810,12,0,0,0
101313,12,0,0,0
101272,16,0,0,0
151503,4,0,0,0
101374,8,0,1,0
101579,11,0,0,0
101155,19,0,0,0
101375,22,0,0,0
100062,4,0,0,0
150019,2,0,0,0
101757,11,0,0,0
101062,6,0,0,0
100432,6,0,0,0
100254,11,0,0,0
100372,13,0,0,0
100563,2,0,0,0
100784,13,0,0,0
100822,2,0,0,0
101968,5,0,1,0
100517,3,0,0,0
102021,6,0,0,0
102022,6,0,0,0
100876,7,0,2,0
100238,2,0,0,0
150005,2,0,0,0
100687,3,0,0,0
101050,10,0,0,0
101866,6,0,0,0
100877,7,0,0,0
101037,6,0,0,0
100720,6,0,0,0
100401,6,0,0,0
100958,10,0,0,0
101580,6,0,0,0
100164,6,0,0,0
100105,14,1,0,0
100389,13,4,0,0
100934,9,0,0,0
101401,24,0,0,0
100785,12,0,0,0
100786,25,0,0,0
100959,6,0,0,0
100721,7,0,0,0
100564,1,0,0,0
100747,6,0,0,0
100565,2,0,0,0
100704,5,0,0,0
100629,5,0,0,0
102185,22,0,0,0
100878,17,0,0,0
100879,6,0,0,0
100003,6,0,0,0
102069,6,0,0,0
102256,6,0,0,0
100722,2,0,0,0
101515,6,0,0,0
101063,5,0,0,0
102195,6,0,0,0
101659,6,0,0,0
100940,25,0,0,0
100195,13,0,0,0
101950,7,0,0,0
101876,10,0,0,0
102002,15,0,0,0
100920,6,0,0,0
102080,3,0,0,0
101660,3,0,0,0
100960,6,0,0,0
151504,3,0,0,0
101596,8,0,0,0
101516,6,0,0,0
101795,12,0,0,0
100291,3,0,0,0
102096,6,0,0,0
101597,4,0,0,0
100642,4,0,0,0
100723,6,0,0,0
102023,6,0,0,0
101951,6,0,0,0
100980,12,0,0,0
100688,2,0,0,0
100705,6,0,0,0
100239,5,0,0,0
100844,13,0,0,0
101064,6,0,0,0
100787,7,2,0,0
150517,2,0,1,0
100014,11,0,0,0
101923,6,0,0,0
101402,3,0,0,0
101598,4,0,0,0
102271,6,0,0,0
101092,7,0,0,0
101559,9,0,0,0
101176,7,0,0,0
101581,9,0,0,0
101387,6,0,0,0
101969,3,0,0,0
100309,3,0,0,0
151514,2,0,0,0
100390,5,0,0,0
101255,12,0,0,0
101539,5,0,0,0
102186,16,0,0,0
100724,2,0,0,0
101780,6,0,3,0
101421,12,0,0,0
101517,6,0,0,0
100310,6,0,0,0
101983,6,0,0,0
100658,13,0,0,0
100142,4,3,0,0
101642,8,0,0,0
102042,3,0,0,0
101403,4,0,0,0
102133,4,0,0,0
101781,6,0,0,0
100748,6,0,0,0
100402,20,0,0,0
100403,12,0,0,0
100769,7,0,0,0
100015,12,0,0,0
100770,2,0,0,0
100659,4,0,0,0
100262,6,0,0,0
152005,2,0,0,0
102287,12,0,1,0
101207,12,0,0,0
100630,3,0,0,0
100373,7,0,0,0
101343,8,0,3,0
101984,6,0,0,0
100143,4,0,0,0
101661,11,0,0,0
101599,4,0,0,0
100535,5,1,0,0
150511,4,0,0,0
101023,5,0,0,0
100643,6,0,0,0
100894,12,0,0,0
100016,12,0,0,0
102097,3,0,0,0
101007,6,0,0,0
100404,5,0,0,0
100063,6,0,0,0
100536,6,0,0,0
100895,14,0,0,0
100455,6,0,0,0
102043,8,0,0,0
101233,3,0,0,0
100219,6,0,0,0
101890,6,0,0,0
100433,6,0,0,0
100669,9,0,0,0
101985,6,0,0,0
101833,6,0,0,0
101422,46,0,0,0
100981,4,0,0,0
100660,6,0,0,0
100725,5,0,0,0
102187,5,0,0,0
101540,13,0,0,0
102288,6,0,0,0
101710,15,0,0,0
100566,3,0,0,0
100017,3,0,0,0
100333,2,0,0,0
101326,12,1,0,0
102081,3,0,0,0
101763,6,0,0,0
100880,6,0,0,0
102174,8,0,0,0
101782,7,0,0,0
102257,13,0,0,0
102216,9,0,0,0
101137,4,0,0,0
101600,3,0,0,0
101662,3,0,0,0
100434,13,0,0,0
101314,6,0,0,0
101315,13,0,0,0
101156,10,0,0,0
100921,13,0,0,0
102024,4,0,0,0
100621,6,0,0,0
101518,6,0,0,0
101327,13,0,0,0
102272,8,0,0,0
101678,6,0,0,0
100094,6,0,0,0
100027,6,0,0,0
101758,6,0,0,0
102025,3,0,1,0
101877,6,0,0,0
100788,12,0,0,0
100594,6,0,0,0
102289,18,10,0,0
100518,5,0,0,0
100861,7,0,0,0
100595,6,0,0,0
101970,3,0,0,0
100823,3,0,0,0
100292,2,0,0,0
101560,14,0,0,0
101328,16,0,0,0
101038,13,0,0,0
101834,5,0,0,0
102242,14,0,0,0
100435,15,0,0,0
100436,23,0,0,0
235501,0,0,0,0
100351,3,0,0,0
101208,3,0,0,0
100961,16,0,0,0
100456,18,0,0,0
150506,3,0,0,0
100334,3,0,0,0
102258,14,0,0,0
101118,1,0,0,0
101494,18,0,0,0
100374,6,0,0,0
100789,6,0,0,0
150507,2,0,0,0
100670,6,0,0,0
100165,1,1,0,0
101759,6,0,0,0
100804,9,0,0,0
100129,4,0,0,0
101891,6,0,0,0
102134,10,0,0,0
101730,3,0,0,0
102175,27,0,0,0
150516,3,0,0,0
100028,7,0,0,0
102135,12,0,0,0
101519,6,0,0,0
102155,15,0,0,0
100220,6,0,0,0
102003,3,0,0,0
100845,14,1,0,0
100862,6,0,0,0
100064,6,0,0,0
101892,6,0,0,0
101878,26,0,0,0
100596,4,0,0,0
102098,3,0,0,0
101711,1,0,0,0
101643,6,0,0,0
101712,12,1,0,0
101713,12,0,0,0
101209,12,0,0,0
102063,2,0,7,0
100196,6,0,0,0
101288,6,0,0,0
101008,6,0,0,0
100197,3,0,0,0
100405,2,0,0,0
102273,6,0,0,0
101157,6,0,0,0
101867,6,0,0,0
101893,5,0,0,0
101760,3,0,0,0
100406,1,0,0,0
101933,6,0,0,0
100352,6,0,0,0
100519,3,0,0,0
101601,6,0,0,0
101093,6,0,0,0
101009,3,0,0,0
100982,7,0,0,0
100922,6,0,0,0
102099,2,0,0,0
102196,6,0,0,0
100018,2,0,0,0
150023,2,0,0,0
101289,9,0,0,0
101106,6,0,0,0
101783,10,0,0,0
102197,3,0,0,0
102290,9,0,0,0
100065,7,0,0,0
101010,12,0,0,0
100075,18,0,0,0
100277,6,0,0,0
101039,41,0,0,0
100437,9,0,0,0
100438,3,0,0,0
101462,18,0,0,0
101344,7,0,0,0
100407,4,0,0,0
101345,10,0,0,0
100255,8,0,0,0
101346,6,0,0,0
101582,8,0,0,0
101290,6,0,0,0
100166,6,0,0,0
102026,4,0,0,0
151517,6,0,0,0
102188,6,0,0,0
102291,14,0,0,0
101388,8,0,0,0
100259,6,0,0,0
101177,8,0,0,0
101138,9,0,0,0
100468,2,0,0,0
102087,6,0,0,0
100846,30,0,0,0
102217,58,0,0,0
102228,42,0,0,0
101234,9,0,0,0
100469,11,0,0,0
101761,6,0,0,0
100537,6,0,0,0
101679,9,0,0,0
101235,7,0,0,0
102230,20,0,0,0
100076,6,0,0,0
150016,2,0,0,0
100111,2,0,0,0
100470,6,0,0,0
100471,9,0,0,0
100567,8,0,0,0
102100,4,0,0,0
100689,4,0,0,0
101404,6,0,0,0
102274,6,0,0,0
101078,14,0,0,0
100066,5,0,0,0
101971,5,0,0,0
100408,6,0,0,0
100812,15,0,0,0
100439,6,0,0,0
100998,7,0,0,0
101347,4,0,0,0
100568,2,0,0,0
100077,4,0,0,0
101095,14,0,0,0
100644,1,0,0,0
102198,6,0,0,0
101236,6,0,0,0
101237,8,0,0,0
100409,9,0,0,0
100498,3,0,0,0
100198,8,0,0,0
100645,8,0,0,0
100049,2,0,0,0
100335,4,0,0,0
100749,5,0,0,0
101119,5,0,0,0
150509,2,0,0,0
100472,2,0,0,0
100863,16,0,0,0
100473,4,0,0,0
101680,12,0,0,0
100336,5,0,0,0
102044,6,0,0,0
150505,1,1,0,0
101024,6,0,0,0
101630,1,0,1,0
101986,7,0,0,0
101025,6,0,0,0
101520,3,0,0,0
100690,5,0,0,0
100622,3,0,0,0
101096,26,0,0,0
100167,6,0,0,0
100631,12,0,0,0
100337,4,0,0,0
100293,3,0,0,0
100706,6,0,0,0
100569,1,0,0,0
100983,6,0,0,0
100597,2,0,0,0
100440,11,0,0,0
100278,6,0,0,0
100240,10,1,0,0
101291,6,0,0,0
102189,4,0,0,0
100410,4,0,0,0
100598,6,0,0,0
100951,11,0,0,0
100095,8,0,0,0
101644,6,0,0,0
100311,4,0,0,0
100538,6,0,0,0
101065,6,0,0,0
101444,15,0,0,0
101811,28,0,0,0
100199,13,0,0,0
101521,7,0,0,0
100646,10,0,0,0
101079,3,0,0,0
152007,2,0,0,0
100935,6,0,0,0
101348,9,0,0,0
102101,5,0,0,0
102102,1,0,0,0
102103,3,0,0,0
101852,10,0,0,0
100200,3,0,0,0
100201,5,0,0,0
100671,12,0,0,0
100294,3,0,0,0
101389,3,0,0,0
101430,13,0,0,0
100520,2,0,0,0
100120,8,0,0,0
100130,20,0,0,0
100474,3,0,1,0
100295,6,0,0,0
101210,7,0,0,0
101463,6,0,0,0
101495,26,2,0,0
101496,11,0,0,0
101714,17,0,0,0
101139,12,0,0,0
102104,6,0,0,0
102292,8,0,0,0
102293,20,0,0,0
102294,6,0,0,0
102295,6,0,0,0
102279,12,0,0,0
101405,3,0,0,0
101406,5,0,0,0
101868,7,0,0,0
102281,4,0,0,0
101853,3,0,0,0
100599,6,0,0,0
102296,11,0,0,0
101745,3,0,0,0
101812,6,0,0,0
101723,7,0,0,0
101011,12,0,0,0
101445,8,0,0,0
102004,7,0,0,0
102027,6,0,0,0
100241,15,0,0,0
101681,6,0,0,0
101407,6,0,0,0
101788,6,0,0,0
102105,8,0,0,0
153503,5,0,1,0
101561,7,0,0,0
100691,9,0,0,0
101689,4,0,0,0
101784,17,0,0,0
101724,14,1,0,0
100984,6,0,0,0
102266,6,0,0,0
102028,7,0,0,0
153505,6,0,0,0
100941,8,0,0,0
102057,0,0,4,0
101158,7,0,2,0
101796,6,0,0,0
102141,8,0,0,0
102127,6,0,0,0
100112,15,0,0,0
102082,4,0,0,0
101583,7,0,0,0
151516,3,0,0,0
101292,5,0,0,0
101431,6,0,0,0
102218,21,0,0,0
101432,18,0,0,0
100985,7,0,0,0
101178,6,0,0,0
101329,12,0,0,0
101481,12,0,0,0
100824,13,0,0,0
101474,8,0,0,0
100050,7,0,0,0
101762,5,0,0,0
101256,25,0,0,0
100707,4,0,0,0
102029,6,0,1,0
100221,3,0,0,0
101682,9,0,1,0
101107,6,0,0,0
101316,6,0,0,0
102199,22,0,0,0
102157,44,1,0,0
101934,12,0,0,0
101631,13,0,0,0
101987,18,0,0,0
101924,38,0,0,0
101446,13,0,0,0
100256,11,0,0,0
100144,6,0,0,0
150017,4,0,0,0
100121,6,0,0,0
101423,7,1,0,0
101819,15,0,0,0
102058,5,0,0,0
100145,8,0,0,0
101731,12,0,0,0
102083,3,0,0,0
102030,5,0,0,0
100296,1,0,0,0
100131,6,0,0,0
100222,7,0,0,0
101349,6,0,0,0
101497,23,0,0,0
100297,6,0,0,0
101835,6,0,0,0
100181,9,0,0,0
102070,8,0,0,0
102084,5,0,0,0
100312,14,0,0,0
100146,8,0,0,0
102208,6,0,0,0
102164,24,0,0,0
100147,4,0,0,0
101097,7,0,0,0
100257,15,0,0,0
150022,6,0,0,0
100726,9,0,0,0
101965,6,0,0,0
102275,6,0,0,0
102085,6,0,0,0
101952,17,0,0,0
100148,6,0,0,0
101120,6,0,0,0
100122,6,0,0,0
100457,12,0,0,0
100570,7,1,0,0
100202,10,0,0,0
102209,25,0,0,0
100632,4,0,0,0
102190,13,0,0,0
100029,9,0,0,0
101350,1,0,0,0
101447,6,0,0,0
101683,6,0,0,0
100571,16,0,0,0
100825,6,0,0,0
100847,8,0,0,0
100168,6,0,0,0
102243,5,0,0,0
100004,6,0,0,0
100771,7,0,1,0
100149,3,0,0,0
101238,6,0,0,0
101562,3,0,0,0
101330,16,1,0,0
100223,1,1,0,0
101140,7,0,0,0
102168,26,2,0,0
100896,8,0,0,0
101541,6,0,0,0
150011,3,0,0,0
101618,8,0,0,0
100263,7,0,0,0
101563,12,0,0,0
102106,4,0,0,0
101121,6,0,0,0
102005,12,0,0,0
102031,3,0,0,0
100790,6,0,0,0
101351,12,0,0,0
101698,8,0,0,0
100298,2,0,0,0
101632,7,0,0,0
101813,19,1,0,0
102259,14,0,0,0
100923,5,0,0,0
101814,15,0,0,0
101498,2,0,10,0
101376,12,0,0,0
100986,8,0,0,0
101684,6,0,0,0
101879,19,0,0,0
100339,2,0,0,0
100375,8,0,0,0
100848,7,0,0,0
100881,7,0,0,0
101699,6,0,0,0
100242,2,0,0,0
101907,4,0,0,0
101012,6,0,0,0
100708,5,0,0,0
100987,12,0,0,0
101390,6,0,0,0
101122,5,0,0,0
101123,7,0,0,0
101854,4,0,0,0
101293,12,0,0,0
100132,10,0,0,0
100096,22,0,0,0
101564,8,0,0,0
151520,5,0,0,0
100750,2,0,0,0
101433,6,0,0,0
101273,8,0,0,0
102229,14,0,0,0
101408,6,0,0,0
101026,17,0,0,0
101352,8,0,0,0
101869,6,1,0,0
101211,6,0,0,0
100067,3,0,0,0
100150,11,0,0,0
100826,6,0,0,0
101013,13,0,0,0
101797,6,0,1,0
101294,8,0,0,0
101179,12,0,0,0
101464,19,0,0,0
101820,5,0,0,0
102032,4,0,0,0
101908,6,0,0,0
101785,11,0,0,0
101870,7,0,0,0
101732,2,0,0,0
100313,5,0,0,0
102244,8,0,0,0
100475,2,0,0,0
101565,12,0,0,0
101619,7,0,0,0
153507,0,0,7,0
101925,5,0,0,0
100791,6,0,0,0
101449,0,0,4,0
101953,11,0,7,0
102149,7,0,0,0
101145,6,0,0,0
102181,10,0,0,0
153506,5,0,0,0
101141,3,0,0,0
101475,9,0,0,0
100521,5,0,1,0
100353,6,0,0,0
100647,2,0,0,0
101750,6,0,0,0
100338,2,0,0,0
100751,1,0,0,0
100572,2,0,0,0
100753,6,0,0,0
150521,1,0,0,0
100573,2,0,0,0
100752,2,0,0,0
101733,6,0,1,0
101988,2,0,0,0
102136,4,0,0,0
102086,12,0,0,0
151008,0,0,2,0
102033,5,0,1,0
100942,6,0,0,0
102297,12,0,0,0
102137,6,0,0,0
102298,7,0,0,0
101935,10,1,0,0
100600,6,0,0,0
101476,15,0,0,0
102006,6,0,0,0
100030,5,0,0,0
101954,3,0,0,0
101051,6,0,0,0
151005,2,0,0,0
100068,5,0,0,0
100224,3,0,0,0
102007,15,0,0,0
100727,7,0,0,0
102210,6,0,0,0
101391,6,0,0,0
101392,8,0,0,0
100476,6,0,0,0
100477,2,0,0,0
101620,10,1,0,0
101353,4,0,0,0
102299,24,0,0,0
100051,13,0,0,0
101821,7,0,0,0
100354,6,0,0,0
101180,4,0,0,0
100113,6,0,0,0
101274,6,0,0,0
100441,8,0,0,0
100522,3,0,0,0
100672,2,0,0,0
101700,13,0,0,0
101865,6,0,0,0
102191,28,0,0,0
100728,6,0,0,0
101477,9,0,0,0
101955,5,0,0,0
100539,4,0,0,0
100772,11,0,0,0
100031,2,0,0,0
101507,12,2,0,0
102158,7,0,0,0
100709,6,0,0,0
102071,6,0,0,0
101602,4,0,0,0
102300,4,0,0,0
101786,8,0,0,0
101645,7,0,0,0
102064,12,0,0,0
101066,6,0,0,0
101926,2,0,6,0
101798,13,0,0,0
102166,8,0,0,0
101124,11,0,0,0
101566,6,0,0,0
102138,3,0,0,0
151001,6,0,0,0
101894,8,0,0,0
100478,4,0,0,0
102245,19,0,0,0
100864,3,0,1,0
102065,6,0,0,0
100225,3,0,0,0
101482,21,0,0,0
100773,11,0,0,0
100936,6,0,0,0
100340,3,0,0,0
100355,2,0,0,0
100356,6,0,0,0
100357,6,0,0,0
101080,7,0,0,0
102231,8,0,0,0
100243,3,0,0,0
101125,6,0,0,0
101483,35,0,0,0
100673,1,0,0,0
100376,6,0,0,0
101027,20,0,0,0
101773,15,0,0,0
101584,6,0,0,0
236001,3,0,0,0
101331,12,0,0,0
100937,4,0,0,0
100988,7,0,0,0
100279,4,0,0,0
100314,3,0,0,0
102121,12,0,0,0
101052,6,0,0,0
100411,6,0,0,0
101799,16,0,0,0
101927,6,0,0,0
100479,3,0,1,0
100943,5,0,0,0
101354,7,0,0,0
101126,11,0,0,0
101936,18,0,0,0
101542,6,0,0,0
101543,13,0,0,0
101544,7,0,1,0
101956,6,0,0,0
101317,10,0,0,0
102140,6,0,0,0
102176,6,1,0,0
101053,6,0,0,0
100754,6,0,0,0
101928,14,0,0,0
101434,12,1,0,0
101929,7,0,0,0
100978,3,0,1,0
100870,4,0,0,0
101239,6,0,0,0
100692,5,0,0,0
100391,2,0,0,0
101067,9,0,0,0
100755,4,0,0,0
100315,7,0,0,0
102088,4,0,0,0
102150,25,0,0,0
101181,20,0,0,0
100574,2,0,0,0
101355,6,0,0,0
101356,13,0,0,0
101357,11,0,1,0
102008,6,0,0,0
101435,10,0,0,0
100952,27,0,0,0
100392,10,0,0,0
101358,10,0,0,0
101836,6,0,0,0
101522,6,0,0,0
102107,1,0,2,0
102108,3,0,0,0
101545,10,0,0,0
100523,8,0,0,0
100729,9,0,0,0
101621,11,0,0,0
100169,8,0,0,0
100897,6,0,0,0
100898,6,0,0,0
100170,2,0,0,0
101801,6,0,0,0
100899,9,0,0,0
150020,2,0,0,0
